Year,Age,Cohort,ASFR
1955,26,1928,0.14647
1955,27,1928,0.14728
1955,27,1927,0.14685
1955,28,1927,0.145
1955,28,1926,0.14276
1955,29,1926,0.13531
1955,29,1925,0.13273
1955,30,1925,0.12951
1955,30,1924,0.12689
1955,31,1924,0.12011
1955,31,1923,0.11696
1955,32,1923,0.11085
1955,32,1922,0.1076
1955,33,1922,0.10047
1955,33,1921,0.09774
1955,34,1921,0.09369
1955,34,1920,0.09099
1955,35,1920,0.08404
1955,35,1919,0.08184
1955,36,1919,0.0796
1955,36,1918,0.07687
1955,37,1918,0.06917
1955,37,1917,0.06597
1955,38,1917,0.0601
1955,38,1916,0.05735
1955,39,1916,0.05235
1955,39,1915,0.04933
1955,40,1915,0.0426
1955,40,1914,0.03959
1955,41,1914,0.03392
1955,41,1913,0.03108
1955,42,1913,0.02557
1955,42,1912,0.0228
1955,43,1912,0.01747
1955,43,1911,0.0151
1955,44,1911,0.0109
1955,44,1910,0.0092
1955,45,1910,0.00644
1955,45,1909,0.00512
1955,46,1909,0.00299
1955,46,1908,0.00227
1955,47,1908,0.00129
1955,47,1907,0.00093
1955,48,1907,0.00044
1955,48,1906,0.00034
1955,49,1906,0.00022
1955,49,1905,0.00017
1955,50,1905,0.0001
1955,50,1904,0.00008
1955,51,1904,0.00005
1955,51,1903,0.00004
1955,52,1903,0.00002
1955,52,1902,0.00002
1955,53,1902,0.00001
1955,53,1901,0.00001
1955,54,1901,0
1955,54,1900,0
1955,55+,.,0
1956,-12,.,0
1956,13,1943,0.00012
1956,13,1942,0.00028
1956,14,1942,0.00052
1956,14,1941,0.00071
1956,15,1941,0.00188
1956,15,1940,0.00279
1956,16,1940,0.00535
1956,16,1939,0.00714
1956,17,1939,0.01181
1956,17,1938,0.01487
1956,18,1938,0.02295
1956,18,1937,0.02785
1956,19,1937,0.0393
1956,19,1936,0.04597
1956,20,1936,0.0609
1956,20,1935,0.06885
1956,21,1935,0.08467
1956,21,1934,0.09274
1956,22,1934,0.1087
1956,22,1933,0.11579
1956,23,1933,0.12692
1956,23,1932,0.13176
1956,24,1932,0.13912
1956,24,1931,0.14246
1956,25,1931,0.14871
1956,25,1930,0.15049
1956,26,1930,0.15174
1956,26,1929,0.15089
1956,27,1929,0.14552
1956,27,1928,0.144
1956,28,1928,0.14316
1956,28,1927,0.14149
1956,29,1927,0.1361
1956,29,1926,0.13377
1956,30,1926,0.12982
1956,30,1925,0.12672
1956,31,1925,0.11817
1956,31,1924,0.11523
1956,32,1924,0.11158
1956,32,1923,0.10848
1956,33,1923,0.10025
1956,33,1922,0.09685
1956,34,1922,0.09064
1956,34,1921,0.08803
1956,35,1921,0.08372
1956,35,1920,0.08113
1956,36,1920,0.07497
1956,36,1919,0.07244
1956,37,1919,0.06808
1956,37,1918,0.06531
1956,38,1918,0.05906
1956,38,1917,0.05602
1956,39,1917,0.04994
1956,39,1916,0.04718
1956,40,1916,0.04227
1956,40,1915,0.03913
1956,41,1915,0.03202
1956,41,1914,0.02935
1956,42,1914,0.02499
1956,42,1913,0.02238
1956,43,1913,0.01709
1956,43,1912,0.01472
1956,44,1912,0.01048
1956,44,1911,0.00878
1956,45,1911,0.00601
1956,45,1910,0.00487
1956,46,1910,0.00309
1956,46,1909,0.00237
1956,47,1909,0.00132
1956,47,1908,0.00096
1956,48,1908,0.00048
1956,48,1907,0.00035
1956,49,1907,0.0002
1956,49,1906,0.00014
1956,50,1906,0.00006
1956,50,1905,0.00004
1956,51,1905,0.00003
1956,51,1904,0.00002
1956,52,1904,0.00001
1956,52,1903,0.00001
1956,53,1903,0.00001
1956,53,1902,0
1956,54,1902,0
1956,54,1901,0
1956,55+,.,0
1957,-12,.,0
1957,13,1944,0.00012
1957,13,1943,0.00027
1957,14,1943,0.00053
1957,14,1942,0.00073
1957,15,1942,0.002
1957,15,1941,0.00297
1957,16,1941,0.00523
1957,16,1940,0.00687
1957,17,1940,0.01199
1957,17,1939,0.01525
1957,18,1939,0.02303
1957,18,1938,0.02773
1957,19,1938,0.03861
1957,19,1937,0.04494
1957,20,1937,0.05946
1957,20,1936,0.06744
1957,21,1936,0.08439
1957,21,1935,0.09293
1957,22,1935,0.10904
1957,22,1934,0.1164
1957,23,1934,0.12856
1957,23,1933,0.13378
1957,24,1933,0.14173
1957,24,1932,0.14501
1957,25,1932,0.15005
1957,25,1931,0.15155
1957,26,1931,0.15257
1957,26,1930,0.15225
1957,27,1930,0.14996
1957,27,1929,0.1481
1957,28,1929,0.14261
1957,28,1928,0.14055
1957,29,1928,0.13777
1957,29,1927,0.13551
1957,30,1927,0.1297
1957,30,1926,0.12668
1957,31,1926,0.12018
1957,31,1925,0.11689
1957,32,1925,0.10996
1957,32,1924,0.10692
1957,33,1924,0.10158
1957,33,1923,0.09839
1957,34,1923,0.09116
1957,34,1922,0.08783
1957,35,1922,0.0812
1957,35,1921,0.07846
1957,36,1921,0.07399
1957,36,1920,0.07121
1957,37,1920,0.06445
1957,37,1919,0.06196
1957,38,1919,0.05818
1957,38,1918,0.05553
1957,39,1918,0.04946
1957,39,1917,0.04628
1957,40,1917,0.03972
1957,40,1916,0.03681
1957,41,1916,0.03157
1957,41,1915,0.02883
1957,42,1915,0.02336
1957,42,1914,0.02088
1957,43,1914,0.01637
1957,43,1913,0.01415
1957,44,1913,0.01008
1957,44,1912,0.00843
1957,45,1912,0.00579
1957,45,1911,0.00457
1957,46,1911,0.00264
1957,46,1910,0.00204
1957,47,1910,0.00126
1957,47,1909,0.00093
1957,48,1909,0.00046
1957,48,1908,0.00034
1957,49,1908,0.0002
1957,49,1907,0.00018
1957,50,1907,0.00022
1957,50,1906,0.00021
1957,51,1906,0.00016
1957,51,1905,0.00013
1957,52,1905,0.00007
1957,52,1904,0.00005
1957,53,1904,0.00002
1957,53,1903,0.00002
1957,54,1903,0.00001
1957,54,1902,0
1957,55+,.,0
1958,-12,.,0
1958,13,1945,0.00013
1958,13,1944,0.00031
1958,14,1944,0.00055
1958,14,1943,0.00073
1958,15,1943,0.0017
1958,15,1942,0.00247
1958,16,1942,0.0051
1958,16,1941,0.00698
1958,17,1941,0.0116
1958,17,1940,0.01463
1958,18,1940,0.02233
1958,18,1939,0.02701
1958,19,1939,0.03824
1958,19,1938,0.04459
1958,20,1938,0.05824
1958,20,1937,0.06569
1958,21,1937,0.08122
1958,21,1936,0.08961
1958,22,1936,0.10775
1958,22,1935,0.11589
1958,23,1935,0.12866
1958,23,1934,0.13448
1958,24,1934,0.14452
1958,24,1933,0.14786
1958,25,1933,0.15045
1958,25,1932,0.15145
1958,26,1932,0.15251
1958,26,1931,0.15258
1958,27,1931,0.15214
1958,27,1930,0.15114
1958,28,1930,0.14816
1958,28,1929,0.14508
1958,29,1929,0.1353
1958,29,1928,0.13232
1958,30,1928,0.12965
1958,30,1927,0.12686
1958,31,1927,0.1191
1958,31,1926,0.11583
1958,32,1926,0.11007
1958,32,1925,0.10675
1958,33,1925,0.09927
1958,33,1924,0.09617
1958,34,1924,0.09103
1958,34,1923,0.08778
1958,35,1923,0.08019
1958,35,1922,0.07697
1958,36,1922,0.07106
1958,36,1921,0.0683
1958,37,1921,0.06322
1958,37,1920,0.06034
1958,38,1920,0.05368
1958,38,1919,0.05125
1958,39,1919,0.0476
1958,39,1918,0.04501
1958,40,1918,0.03912
1958,40,1917,0.03615
1958,41,1917,0.03025
1958,41,1916,0.02751
1958,42,1916,0.02251
1958,42,1915,0.01996
1958,43,1915,0.0151
1958,43,1914,0.01298
1958,44,1914,0.00929
1958,44,1913,0.00781
1958,45,1913,0.00541
1958,45,1912,0.0043
1958,46,1912,0.00251
1958,46,1911,0.00196
1958,47,1911,0.0012
1958,47,1910,0.00089
1958,48,1910,0.00045
1958,48,1909,0.00032
1958,49,1909,0.00017
1958,49,1908,0.00012
1958,50,1908,0.00006
1958,50,1907,0.00004
1958,51,1907,0.00003
1958,51,1906,0.00002
1958,52,1906,0.00001
1958,52,1905,0.00001
1958,53,1905,0.00001
1958,53,1904,0.00001
1958,54,1904,0
1958,54,1903,0
1958,55+,.,0
1959,-12,.,0
1959,13,1946,0.0001
1959,13,1945,0.00025
1959,14,1945,0.00058
1959,14,1944,0.00084
1959,15,1944,0.0021
1959,15,1943,0.00307
1959,16,1943,0.00567
1959,16,1942,0.0075
1959,17,1942,0.01273
1959,17,1941,0.01601
1959,18,1941,0.0235
1959,18,1940,0.02823
1959,19,1940,0.04059
1959,19,1939,0.04746
1959,20,1939,0.06181
1959,20,1938,0.0695
1959,21,1938,0.08497
1959,21,1937,0.09325
1959,22,1937,0.11113
1959,22,1936,0.11936
1959,23,1936,0.1331
1959,23,1935,0.13933
1959,24,1935,0.1498
1959,24,1934,0.15384
1959,25,1934,0.15926
1959,25,1933,0.16071
1959,26,1933,0.16088
1959,26,1932,0.16017
1959,27,1932,0.15685
1959,27,1931,0.15525
1959,28,1931,0.15229
1959,28,1930,0.14999
1959,29,1930,0.14413
1959,29,1929,0.14065
1959,30,1929,0.13234
1959,30,1928,0.12886
1959,31,1928,0.12288
1959,31,1927,0.11963
1959,32,1927,0.11303
1959,32,1926,0.1092
1959,33,1926,0.10037
1959,33,1925,0.09694
1959,34,1925,0.0914
1959,34,1924,0.0885
1959,35,1924,0.08277
1959,35,1923,0.07956
1959,36,1923,0.07251
1959,36,1922,0.06927
1959,37,1922,0.06288
1959,37,1921,0.06025
1959,38,1921,0.05589
1959,38,1920,0.05315
1959,39,1920,0.04663
1959,39,1919,0.04402
1959,40,1919,0.03958
1959,40,1918,0.03668
1959,41,1918,0.03041
1959,41,1917,0.02744
1959,42,1917,0.02188
1959,42,1916,0.01941
1959,43,1916,0.01506
1959,43,1915,0.01303
1959,44,1915,0.00942
1959,44,1914,0.00785
1959,45,1914,0.00524
1959,45,1913,0.00422
1959,46,1913,0.00267
1959,46,1912,0.00207
1959,47,1912,0.0012
1959,47,1911,0.00088
1959,48,1911,0.00044
1959,48,1910,0.00035
1959,49,1910,0.00026
1959,49,1909,0.00022
1959,50,1909,0.00016
1959,50,1908,0.00013
1959,51,1908,0.00009
1959,51,1907,0.00007
1959,52,1907,0.00004
1959,52,1906,0.00003
1959,53,1906,0.00002
1959,53,1905,0.00001
1959,54,1905,0.00001
1959,54,1904,0
1959,55+,.,0
1960,-12,.,0
1960,13,1947,0.00013
1960,13,1946,0.0003
1960,14,1946,0.00061
1960,14,1945,0.00085
1960,15,1945,0.00229
1960,15,1944,0.00343
1960,16,1944,0.00625
1960,16,1943,0.00821
1960,17,1943,0.01336
1960,17,1942,0.01661
1960,18,1942,0.02449
1960,18,1941,0.02936
1960,19,1941,0.04141
1960,19,1940,0.0483
1960,20,1940,0.06356
1960,20,1939,0.07161
1960,21,1939,0.08744
1960,21,1938,0.09573
1960,22,1938,0.11285
1960,22,1937,0.12067
1960,23,1937,0.13355
1960,23,1936,0.13985
1960,24,1936,0.15207
1960,24,1935,0.15645
1960,25,1935,0.16105
1960,25,1934,0.16293
1960,26,1934,0.16591
1960,26,1933,0.16556
1960,27,1933,0.16122
1960,27,1932,0.15888
1960,28,1932,0.15315
1960,28,1931,0.15097
1960,29,1931,0.14834
1960,29,1930,0.14544
1960,30,1930,0.13728
1960,30,1929,0.13283
1960,31,1929,0.12242
1960,31,1928,0.11876
1960,32,1928,0.11402
1960,32,1927,0.1107
1960,33,1927,0.10283
1960,33,1926,0.0991
1960,34,1926,0.09147
1960,34,1925,0.0883
1960,35,1925,0.08308
1960,35,1924,0.07987
1960,36,1924,0.07264
1960,36,1923,0.06922
1960,37,1923,0.06243
1960,37,1922,0.05944
1960,38,1922,0.0539
1960,38,1921,0.05127
1960,39,1921,0.04625
1960,39,1920,0.04356
1960,40,1920,0.03769
1960,40,1919,0.03516
1960,41,1919,0.03062
1960,41,1918,0.02791
1960,42,1918,0.02237
1960,42,1917,0.01976
1960,43,1917,0.01509
1960,43,1916,0.01291
1960,44,1916,0.00907
1960,44,1915,0.00762
1960,45,1915,0.00535
1960,45,1914,0.00431
1960,46,1914,0.00264
1960,46,1913,0.00209
1960,47,1913,0.00131
1960,47,1912,0.00101
1960,48,1912,0.00058
1960,48,1911,0.00045
1960,49,1911,0.00028
1960,49,1910,0.00024
1960,50,1910,0.00019
1960,50,1909,0.00016
1960,51,1909,0.00011
1960,51,1908,0.00008
1960,52,1908,0.00005
1960,52,1907,0.00003
1960,53,1907,0.00002
1960,53,1906,0.00001
1960,54,1906,0.00001
1960,54,1905,0
1960,55+,.,0
1961,-12,.,0.00001
1961,13,1948,0.00019
1961,13,1947,0.00042
1961,14,1947,0.00063
1961,14,1946,0.00081
1961,15,1946,0.0023
1961,15,1945,0.00349
1961,16,1945,0.0068
1961,16,1944,0.00913
1961,17,1944,0.01441
1961,17,1943,0.01779
1961,18,1943,0.02641
1961,18,1942,0.03128
1961,19,1942,0.04107
1961,19,1941,0.04725
1961,20,1941,0.06395
1961,20,1940,0.07273
1961,21,1940,0.09027
1961,21,1939,0.09879
1961,22,1939,0.11324
1961,22,1938,0.12066
1961,23,1938,0.13582
1961,23,1937,0.14232
1961,24,1937,0.15252
1961,24,1936,0.15688
1961,25,1936,0.16374
1961,25,1935,0.16578
1961,26,1935,0.167
1961,26,1934,0.16648
1961,27,1934,0.16289
1961,27,1933,0.16085
1961,28,1933,0.15644
1961,28,1932,0.15307
1961,29,1932,0.14356
1961,29,1931,0.14089
1961,30,1931,0.13965
1961,30,1930,0.13669
1961,31,1930,0.12746
1961,31,1929,0.12259
1961,32,1929,0.11144
1961,32,1928,0.10748
1961,33,1928,0.10194
1961,33,1927,0.09875
1961,34,1927,0.09201
1961,34,1926,0.08872
1961,35,1926,0.0822
1961,35,1925,0.0788
1961,36,1925,0.0716
1961,36,1924,0.06849
1961,37,1924,0.06306
1961,37,1923,0.05967
1961,38,1923,0.05197
1961,38,1922,0.04879
1961,39,1922,0.04301
1961,39,1921,0.04059
1961,40,1921,0.03668
1961,40,1920,0.03384
1961,41,1920,0.02695
1961,41,1919,0.0247
1961,42,1919,0.02145
1961,42,1918,0.01925
1961,43,1918,0.01473
1961,43,1917,0.01264
1961,44,1917,0.00904
1961,44,1916,0.00746
1961,45,1916,0.00492
1961,45,1915,0.00391
1961,46,1915,0.00238
1961,46,1914,0.00187
1961,47,1914,0.00113
1961,47,1913,0.0009
1961,48,1913,0.00057
1961,48,1912,0.00045
1961,49,1912,0.00027
1961,49,1911,0.00023
1961,50,1911,0.00019
1961,50,1910,0.00016
1961,51,1910,0.00011
1961,51,1909,0.00009
1961,52,1909,0.00005
1961,52,1908,0.00004
1961,53,1908,0.00002
1961,53,1907,0.00001
1961,54,1907,0.00001
1961,54,1906,0
1961,55+,.,0
1962,-12,.,0
1962,13,1949,0.00005
1962,13,1948,0.00013
1962,14,1948,0.00042
1962,14,1947,0.00067
1962,15,1947,0.00167
1962,15,1946,0.00255
1962,16,1946,0.00663
1962,16,1945,0.0096
1962,17,1945,0.01513
1962,17,1944,0.01867
1962,18,1944,0.0272
1962,18,1943,0.03217
1962,19,1943,0.0438
1962,19,1942,0.05042
1962,20,1942,0.06549
1962,20,1941,0.07372
1962,21,1941,0.09134
1962,21,1940,0.10029
1962,22,1940,0.1177
1962,22,1939,0.12583
1962,23,1939,0.13987
1962,23,1938,0.14613
1962,24,1938,0.15669
1962,24,1937,0.16056
1962,25,1937,0.16473
1962,25,1936,0.16651
1962,26,1936,0.16942
1962,26,1935,0.16959
1962,27,1935,0.1677
1962,27,1934,0.16581
1962,28,1934,0.16002
1962,28,1933,0.1569
1962,29,1933,0.14994
1962,29,1932,0.14656
1962,30,1932,0.13972
1962,30,1931,0.13679
1962,31,1931,0.13218
1962,31,1930,0.12856
1962,32,1930,0.11949
1962,32,1929,0.11443
1962,33,1929,0.10257
1962,33,1928,0.09882
1962,34,1928,0.09481
1962,34,1927,0.09141
1962,35,1927,0.08278
1962,35,1926,0.07914
1962,36,1926,0.07242
1962,36,1925,0.06934
1962,37,1925,0.06365
1962,37,1924,0.06061
1962,38,1924,0.05436
1962,38,1923,0.05109
1962,39,1923,0.04435
1962,39,1922,0.04128
1962,40,1922,0.03544
1962,40,1921,0.03279
1962,41,1921,0.02788
1962,41,1920,0.02552
1962,42,1920,0.02085
1962,42,1919,0.01863
1962,43,1919,0.01452
1962,43,1918,0.01254
1962,44,1918,0.00903
1962,44,1917,0.00752
1962,45,1917,0.00509
1962,45,1916,0.00406
1962,46,1916,0.00249
1962,46,1915,0.00192
1962,47,1915,0.00113
1962,47,1914,0.00083
1962,48,1914,0.00041
1962,48,1913,0.00033
1962,49,1913,0.00025
1962,49,1912,0.00022
1962,50,1912,0.00018
1962,50,1911,0.00016
1962,51,1911,0.00011
1962,51,1910,0.00009
1962,52,1910,0.00005
1962,52,1909,0.00004
1962,53,1909,0.00002
1962,53,1908,0.00001
1962,54,1908,0.00001
1962,54,1907,0
1962,55+,.,0
1963,-12,.,0.00001
1963,13,1950,0.0002
1963,13,1949,0.00046
1963,14,1949,0.00082
1963,14,1948,0.00109
1963,15,1948,0.00279
1963,15,1947,0.00409
1963,16,1947,0.00756
1963,16,1946,0.00997
1963,17,1946,0.01632
1963,17,1945,0.02032
1963,18,1945,0.03015
1963,18,1944,0.03589
1963,19,1944,0.04795
1963,19,1943,0.05506
1963,20,1943,0.0722
1963,20,1942,0.08089
1963,21,1942,0.09676
1963,21,1941,0.10527
1963,22,1941,0.1231
1963,22,1940,0.13164
1963,23,1940,0.14781
1963,23,1939,0.15423
1963,24,1939,0.16218
1963,24,1938,0.16628
1963,25,1938,0.17511
1963,25,1937,0.17694
1963,26,1937,0.17509
1963,26,1936,0.17433
1963,27,1936,0.17266
1963,27,1935,0.17097
1963,28,1935,0.16627
1963,28,1934,0.16331
1963,29,1934,0.15601
1963,29,1933,0.15255
1963,30,1933,0.1463
1963,30,1932,0.14183
1963,31,1932,0.13022
1963,31,1931,0.12629
1963,32,1931,0.12156
1963,32,1930,0.11761
1963,33,1930,0.10748
1963,33,1929,0.10299
1963,34,1929,0.09411
1963,34,1928,0.09074
1963,35,1928,0.086
1963,35,1927,0.0824
1963,36,1927,0.07342
1963,36,1926,0.06982
1963,37,1926,0.06361
1963,37,1925,0.0603
1963,38,1925,0.05344
1963,38,1924,0.05034
1963,39,1924,0.04451
1963,39,1923,0.04159
1963,40,1923,0.03593
1963,40,1922,0.03292
1963,41,1922,0.02676
1963,41,1921,0.02422
1963,42,1921,0.01985
1963,42,1920,0.01762
1963,43,1920,0.01324
1963,43,1919,0.01148
1963,44,1919,0.00859
1963,44,1918,0.00705
1963,45,1918,0.00442
1963,45,1917,0.00349
1963,46,1917,0.00216
1963,46,1916,0.00166
1963,47,1916,0.00095
1963,47,1915,0.00072
1963,48,1915,0.00039
1963,48,1914,0.00032
1963,49,1914,0.00024
1963,49,1913,0.0002
1963,50,1913,0.00011
1963,50,1912,0.00009
1963,51,1912,0.00006
1963,51,1911,0.00005
1963,52,1911,0.00003
1963,52,1910,0.00002
1963,53,1910,0.00001
1963,53,1909,0.00001
1963,54,1909,0
1963,54,1908,0
1963,55+,.,0
1964,-12,.,0
1964,13,1951,0.0001
1964,13,1950,0.00025
1964,14,1950,0.00055
1964,14,1949,0.00081
1964,15,1949,0.00228
1964,15,1948,0.00362
1964,16,1948,0.00897
1964,16,1947,0.01276
1964,17,1947,0.01934
1964,17,1946,0.02345
1964,18,1946,0.03416
1964,18,1945,0.04024
1964,19,1945,0.05419
1964,19,1944,0.06228
1964,20,1944,0.08104
1964,20,1943,0.0906
1964,21,1943,0.1086
1964,21,1942,0.11729
1964,22,1942,0.13211
1964,22,1941,0.13986
1964,23,1941,0.15626
1964,23,1940,0.16314
1964,24,1940,0.17388
1964,24,1939,0.17816
1964,25,1939,0.18431
1964,25,1938,0.18569
1964,26,1938,0.18483
1964,26,1937,0.1836
1964,27,1937,0.17914
1964,27,1936,0.17684
1964,28,1936,0.17211
1964,28,1935,0.16924
1964,29,1935,0.16254
1964,29,1934,0.15933
1964,30,1934,0.15323
1964,30,1933,0.14938
1964,31,1933,0.1404
1964,31,1932,0.13586
1964,32,1932,0.12647
1964,32,1931,0.122
1964,33,1931,0.11326
1964,33,1930,0.10913
1964,34,1930,0.10126
1964,34,1929,0.09714
1964,35,1929,0.0884
1964,35,1928,0.08468
1964,36,1928,0.07821
1964,36,1927,0.07458
1964,37,1927,0.06687
1964,37,1926,0.06311
1964,38,1926,0.05553
1964,38,1925,0.05227
1964,39,1925,0.04642
1964,39,1924,0.04344
1964,40,1924,0.03755
1964,40,1923,0.03448
1964,41,1923,0.02834
1964,41,1922,0.02546
1964,42,1922,0.02011
1964,42,1921,0.01768
1964,43,1921,0.01335
1964,43,1920,0.0115
1964,44,1920,0.00823
1964,44,1919,0.00694
1964,45,1919,0.00485
1964,45,1918,0.00394
1964,46,1918,0.00255
1964,46,1917,0.00192
1964,47,1917,0.00101
1964,47,1916,0.00072
1964,48,1916,0.00033
1964,48,1915,0.00025
1964,49,1915,0.00017
1964,49,1914,0.00016
1964,50,1914,0.00015
1964,50,1913,0.00014
1964,51,1913,0.0001
1964,51,1912,0.00008
1964,52,1912,0.00005
1964,52,1911,0.00004
1964,53,1911,0.00002
1964,53,1910,0.00001
1964,54,1910,0.00001
1964,54,1909,0
1964,55+,.,0
1965,-12,.,0.00001
1965,13,1952,0.00015
1965,13,1951,0.00036
1965,14,1951,0.00068
1965,14,1950,0.00095
1965,15,1950,0.00266
1965,15,1949,0.00412
1965,16,1949,0.00911
1965,16,1948,0.0125
1965,17,1948,0.01869
1965,17,1947,0.02285
1965,18,1947,0.0355
1965,18,1946,0.04246
1965,19,1946,0.0561
1965,19,1945,0.064
1965,20,1945,0.08234
1965,20,1944,0.092
1965,21,1944,0.1112
1965,21,1943,0.12068
1965,22,1943,0.13836
1965,22,1942,0.14596
1965,23,1942,0.15694
1965,23,1941,0.16217
1965,24,1941,0.17181
1965,24,1940,0.17554
1965,25,1940,0.181
1965,25,1939,0.18242
1965,26,1939,0.18274
1965,26,1938,0.1817
1965,27,1938,0.1771
1965,27,1937,0.17438
1965,28,1937,0.1681
1965,28,1936,0.16433
1965,29,1936,0.15513
1965,29,1935,0.15192
1965,30,1935,0.1482
1965,30,1934,0.14474
1965,31,1934,0.13529
1965,31,1933,0.13113
1965,32,1933,0.12347
1965,32,1932,0.1191
1965,33,1932,0.10932
1965,33,1931,0.10536
1965,34,1931,0.09879
1965,34,1930,0.0951
1965,35,1930,0.08721
1965,35,1929,0.08325
1965,36,1929,0.0751
1965,36,1928,0.07144
1965,37,1928,0.0647
1965,37,1927,0.06118
1965,38,1927,0.05389
1965,38,1926,0.05071
1965,39,1926,0.04491
1965,39,1925,0.04193
1965,40,1925,0.03604
1965,40,1924,0.03303
1965,41,1924,0.02707
1965,41,1923,0.02434
1965,42,1923,0.0193
1965,42,1922,0.01713
1965,43,1922,0.0134
1965,43,1921,0.01149
1965,44,1921,0.00801
1965,44,1920,0.00673
1965,45,1920,0.00466
1965,45,1919,0.00386
1965,46,1919,0.00261
1965,46,1918,0.0021
1965,47,1918,0.00135
1965,47,1917,0.00104
1965,48,1917,0.00056
1965,48,1916,0.00048
1965,49,1916,0.00045
1965,49,1915,0.00035
1965,50,1915,0.00017
1965,50,1914,0.00013
1965,51,1914,0.00008
1965,51,1913,0.00006
1965,52,1913,0.00003
1965,52,1912,0.00003
1965,53,1912,0.00001
1965,53,1911,0.00001
1965,54,1911,0
1965,54,1910,0
1965,55+,.,0
1966,-12,.,0
1966,13,1953,0.00012
1966,13,1952,0.0003
1966,14,1952,0.00069
1966,14,1951,0.001
1966,15,1951,0.00255
1966,15,1950,0.00384
1966,16,1950,0.00841
1966,16,1949,0.01157
1966,17,1949,0.01818
1966,17,1948,0.02247
1966,18,1948,0.03387
1966,18,1947,0.04054
1966,19,1947,0.05591
1966,19,1946,0.06449
1966,20,1946,0.08333
1966,20,1945,0.09265
1966,21,1945,0.1088
1966,21,1944,0.11784
1966,22,1944,0.13825
1966,22,1943,0.14677
1966,23,1943,0.15903
1966,23,1942,0.16385
1966,24,1942,0.16938
1966,24,1941,0.17197
1966,25,1941,0.17678
1966,25,1940,0.17812
1966,26,1940,0.17943
1966,26,1939,0.17811
1966,27,1939,0.17127
1966,27,1938,0.16852
1966,28,1938,0.16411
1966,28,1937,0.16058
1966,29,1937,0.1508
1966,29,1936,0.14762
1966,30,1936,0.14435
1966,30,1935,0.14108
1966,31,1935,0.13205
1966,31,1934,0.12803
1966,32,1934,0.12036
1966,32,1933,0.11652
1966,33,1933,0.10888
1966,33,1932,0.10505
1966,34,1932,0.09725
1966,34,1931,0.09362
1966,35,1931,0.08675
1966,35,1930,0.08315
1966,36,1930,0.07579
1966,36,1929,0.07184
1966,37,1929,0.06328
1966,37,1928,0.05993
1966,38,1928,0.05452
1966,38,1927,0.0513
